71,有影响。一般情况下乳胶漆最低成膜温度为5℃，实际施工温度低于5℃时，乳胶漆的各项性能将会有不同程度的下降，可能会出现粉化、开裂等，而且其它性能如耐洗刷性、耐候性等其他性能会有明显下降，这些漆病都不是在短时间内可以看得出的。,,412,0,3,70,0,0,03/30/2011 10:54:12
72,我最近准备结婚了，正在装修新房，我老婆对乳胶漆的颜色挑了很久，可是为什么最后刷出来的颜色和我们当初选的色卡上的颜色不一样啊？,,321,0,3,0,0,0,03/30/2011 10:55:17
73,一般地讲色卡是用现代技术印刷的，其颜色控制与同色号涂料的颜色，在理论上只能作到尽可能的接近，无法作到完全一致。而且色卡的印刷批次也有细微的差异，因此色卡只能反映出漆色的大概，是颜色选择的工具，可以大大缩小选择范围，并尽可能地接近所需要的颜色。另外，空间大小、光线明暗、基材的粗糙度、涂层的厚度和均匀度都会对最后的颜色效果起到一定的影响。,,413,0,3,72,0,0,03/30/2011 10:57:07
74,我家是老房子，墙壁以前是那种白色的普通涂料，我们现在想重新装修一下，换成有颜色的乳胶漆，但是这种重新刷的墙面会开裂、起皮吗？,,319,0,3,0,0,0,03/30/2011 10:57:59
75,这主要看涂装前墙体是否按正确的方法处理以及涂装时是否按正确的稀释比例、施工工艺操作，如果这两点都能保证的话，那么就可以做到最佳的漆膜效果。,,414,0,3,74,0,0,03/30/2011 10:59:26
76,我的也是老房子重新装修的，为什么客厅新刷的乳胶漆才几个月时间就开始起皮了？,,415,0,3,0,0,0,03/30/2011 11:01:14
77,乳胶漆有起皮现象，应首先检查墙面是否有渗水的现象，重点部位是否做好防水,,414,0,3,76,0,0,03/30/2011 11:01:53
78,貌似现在装修的都用乳胶漆，我目前正在计划装修，也想选款性价比高的乳胶漆，但又听说有的乳胶漆会起皮、掉皮，主要是质量问题吗，还是有其他原因？能不能帮忙解答一下？,,416,0,3,0,0,0,03/30/2011 11:03:25
79,我的孩子很调皮，喜欢到处写写画画的，我想给家里墙壁重新粉刷下，想选那种可以擦洗的乳胶漆，但又担心如果反复擦洗，墙面光泽会不会变？,,418,0,3,0,0,0,03/30/2011 11:07:30
80,乳胶漆漆膜较柔，好的乳胶漆经擦洗后光泽不会有变化，有了污渍一定要及时擦洗，避免污渍渗入漆膜时不易清洗，从而影响光泽。,,419,0,3,79,0,0,03/30/2011 11:09:01
81,"多谢，抬言！
更多精彩，待之！
",,137,311,1,0,0,0,03/31/2011 12:27:55
82,嘻嘻~~~喜欢的风格~~~,,305,311,1,0,0,0,03/31/2011 15:13:14
83,很温馨的感觉~,,571,391,1,0,0,0,04/08/2011 13:02:31
84,奢华~~~~~,,571,398,1,0,0,0,04/08/2011 13:02:53
85,不错 很嘲~,,571,389,1,0,0,0,04/08/2011 13:03:21
86,不错 喜欢,,570,352,1,0,0,0,04/08/2011 13:05:21
87,时尚 现代,,570,388,1,0,0,0,04/08/2011 13:08:08
88,洋气~~~,,568,354,1,0,0,0,04/08/2011 13:09:12
89,办公气息很浓郁,,568,375,1,0,0,0,04/08/2011 13:09:58
90,房间宽敞明亮~~~,,568,400,1,0,0,0,04/08/2011 13:10:37
91,其他都不错 好像沙发颜色不是很好看啊,,571,360,1,0,0,0,04/08/2011 13:12:16
92,很另类~~~,,571,316,1,0,0,0,04/08/2011 13:16:12
93,喜欢这个床,,571,276,1,0,0,0,04/08/2011 13:18:05
94,最近打算装修，但听一些装修过的朋友说，厨房、卫生间墙面和顶棚都很容易出现涂层裂口脱皮的现象？是真的吗？,,571,0,3,0,0,0,04/08/2011 13:24:06
95,厨房、卫生间墙面及顶棚易出现涂层开裂、脱落现象。这除与涂料本身性能（如涂料的耐水、耐热性差）有关外，主要与所用腻子耐水性能差有关。腻子的作用主要以找平墙体。使用耐水性差的腻子，会遇水膨胀黏结强度下降，会造成涂层起泡开裂、脱落等现象，由于这些部位会经常比较潮湿，一般建议做好防水处理。,,569,0,3,94,0,0,04/08/2011 13:24:53
96,"原因包括：乳胶涂料本身成膜不好，即乳液成膜不好，遇水即会脱落。基层疏松，有浮尘油污等不洁物，涂膜与基层黏附不好。基层找平时所用腻子黏结强度低；腻子未干即施涂涂料。基材过于平滑，易造成涂膜附着力不好。为了防止乳胶漆涂膜起皮、剥落，应做到：施工温度应在5℃以上，相对湿度小于85%。基层应处理好，将疏松层铲掉，将浮尘油污清理干净。根据内、外墙的不同要求，选择粘结强度好的腻子，腻子层不可过厚，一定要等腻子干燥后再施涂涂料。过于光滑的基材应用界面剂处理，以增强涂层的附着力。",,569,0,3,78,0,0,04/08/2011 13:25:33
97,我家的墙壁刷的时候好好的，后来也干透了，但是为什么住进去没多久就开始脱皮了？是因为最近的阴雨天引起的吗？谁能帮我解答一下？,,568,0,3,0,0,0,04/08/2011 13:27:11
98,因为墙体毛细管内的水分有一毛细管压，它会把漆膜推出，若漆膜透气性较好的则可减少这种压力，漆膜致密就容易被推出起泡。湿气的来源很多，可能是施工时墙体不干，也可能是墙体或周围环境湿度过大，如果只是刷的普通的乳胶漆，南方的梅雨天气确实会有很大的影响，建议在较低楼层容易潮湿的墙面使用立邦防潮内墙产品。,,564,0,3,97,1,0,04/08/2011 13:28:33
99,不错~很漂亮,,608,457,1,0,0,0,04/12/2011 11:14:49
100,简约时尚~~~~~~~~~,,608,455,1,0,0,0,04/12/2011 11:15:57
101,洋气！,,608,451,1,0,0,0,04/12/2011 11:16:32
102,赞！！！！！！！,,609,440,1,0,0,0,04/12/2011 11:20:27
103,房子很大。。很奢华,,609,432,1,0,0,0,04/12/2011 11:21:10
104,挺不错的,,609,416,1,0,0,0,04/12/2011 11:21:56
105,很新潮！~,,616,442,1,0,0,0,04/12/2011 11:22:50
106,何时才能住上大房子啊。,,616,402,1,0,0,0,04/12/2011 11:23:33
107,还好啦...,,616,296,1,0,0,0,04/14/2011 15:38:08
108,蛮干净的设计~,,616,306,1,0,0,0,04/14/2011 17:02:54
109,你的设计蛮不错，挺喜欢~,,616,152,0,0,0,0,04/14/2011 17:05:39
110,图片有点小，能不能放大点的图？？,,616,426,1,0,0,0,04/14/2011 17:07:07
111,多谢来访!!,,396,609,0,0,0,0,04/15/2011 11:19:27
112,装修真的好麻烦，特别像我这种外行,,642,642,0,0,1,0,04/15/2011 14:17:37
113,很漂亮,,651,294,1,0,0,0,04/15/2011 17:14:11
114,非常漂亮,,651,286,1,0,0,0,04/15/2011 17:18:52
115,很奢华,,651,283,1,0,0,0,04/15/2011 17:20:46
116,很漂亮 很温馨的感觉,,650,185,1,0,0,0,04/15/2011 17:22:11
117,非常洋气~~！！！！！！,,650,189,1,0,0,0,04/15/2011 17:23:10
118,你在那个城市执业呢?,,672,252,1,0,0,0,04/19/2011 08:11:51
119,很漂亮,,685,335,1,0,0,0,04/19/2011 19:17:06
120,舒适明亮,,697,296,1,0,0,0,04/19/2011 21:39:05
121,喜欢清爽的感觉,,705,512,1,0,0,0,04/19/2011 23:18:39
122,有家的感觉...和谐,,708,157,1,0,0,0,04/20/2011 02:00:23
123,氛围很温馨,,710,294,1,0,0,0,04/20/2011 07:10:55
124,喜欢这风格,,712,294,1,0,0,0,04/20/2011 08:08:46
125,雅致！！,,719,294,1,0,0,0,04/20/2011 09:26:22
126,不错噢~~~挺赞的,,727,186,1,0,0,0,04/20/2011 10:25:39
127,很喜欢这种风格的,,727,297,1,0,0,0,04/20/2011 10:25:59
128,有钱人啊,,727,74,1,0,0,0,04/20/2011 10:27:00
129,比较另类的风格噢,,722,153,1,0,0,0,04/20/2011 10:27:52
130,复古式的小洋房好看啊,,722,221,1,0,0,0,04/20/2011 10:28:43
131,我要这种房子！！！！！,,723,208,1,0,0,0,04/20/2011 10:29:36
132,很有档次的设计啊,,723,231,1,0,0,0,04/20/2011 10:30:59
133,我也喜欢红色系的卧室，就是不知道红色会不会太兴奋了睡不着觉,,733,120,2,0,0,0,04/22/2011 12:28:15
134,同好！,,734,205,0,0,0,0,04/22/2011 12:30:32
135,我的孩子很调皮，喜欢到处写写画画的，我想给家里墙壁重新粉刷下，想选那种可以擦洗的乳胶漆，但又担心如果反复擦洗，墙面光泽会不会变？,,723,0,3,0,0,0,04/22/2011 13:39:31
136,乳胶漆漆膜较柔，好的乳胶漆经擦洗后光泽不会有变化，有了污渍一定要及时擦洗，避免污渍渗入漆膜时不易清洗，从而影响光泽。,,569,0,3,135,0,0,04/22/2011 13:42:03
137,最近打算装修，但听一些装修过的朋友说，厨房、卫生间墙面和顶棚都很容易出现涂层裂口脱皮的现象？是真的吗？,,664,0,3,0,0,0,04/22/2011 13:50:06
138,厨房、卫生间墙面及顶棚易出现涂层开裂、脱落现象。这除与涂料本身性能（如涂料的耐水、耐热性差）有关外，主要与所用腻子耐水性能差有关。腻子的作用主要以找平墙体。使用耐水性差的腻子，会遇水膨胀黏结强度下降，会造成涂层起泡开裂、脱落等现象，由于这些部位会经常比较潮湿，一般建议做好防水处理。,,569,0,3,137,0,0,04/22/2011 13:50:42
139,喜欢日式风格。支持一下。,,735,470,1,0,0,0,04/22/2011 16:05:40
140,房子的空间充分利用起来的时候视觉效果还不错。淡雅的紫色看起来很舒服。支持,,735,471,1,0,0,0,04/22/2011 16:08:16
141,果然很大户的感觉。灯光效果不错~,,735,507,1,0,0,0,04/22/2011 16:10:02
142,很商业的风格啊。。看起来不错，如果能再多点温馨感就好了,,736,402,1,0,0,0,04/22/2011 16:12:13
143,喜欢这风格。色调看起来很舒服~~温暖啊,,736,269,1,0,0,0,04/22/2011 16:13:37
144,黑白色调看起来就是舒服。顶了~,,737,280,1,0,0,0,04/22/2011 16:15:21
145,这风格对我胃口，果断顶,,737,471,1,0,0,0,04/22/2011 16:16:13
146,这感觉和百合好搭。稀饭~很自然的感觉,,738,506,1,0,0,0,04/22/2011 16:17:25
147,看到的时候想到了热带雨林。很有自然风格的味道。,,738,293,1,0,0,0,04/22/2011 16:18:28
148,不错的感觉，支持。不过想请教这镂空的玩意儿打扫起来咋办~,,739,442,1,0,0,0,04/22/2011 16:19:47
149,很霸气。很奢华。,,739,408,1,0,0,0,04/22/2011 16:20:35
150,有种田园的风格，是我喜欢的型。,,739,476,1,0,0,0,04/22/2011 16:21:45
151,温馨的装饰啊，很有人情味。。。。,,747,470,1,0,0,0,04/25/2011 14:08:30
152,小户型丫小户型，很实用啊，稀饭,,747,471,1,0,0,0,04/25/2011 14:09:27
153,好可爱的房子啊，真心喜欢！,,748,490,1,0,0,0,04/25/2011 14:11:39
154,很干净很舒服，家的感觉很强烈呢,,748,506,1,0,0,0,04/25/2011 14:12:24
155,很喜欢服饰的房子，觉得很现代,,749,442,1,0,0,0,04/25/2011 14:14:36
156,欧式加田园啊，这个算是混搭么？,,749,476,1,0,0,0,04/25/2011 14:15:16
157,很大气啊，深色调运用的很好呢。。,,750,402,1,0,0,0,04/25/2011 14:16:52
158,燕南园的房子毛坯我看过的，这个设计出来感觉很好,,750,253,1,0,0,0,04/25/2011 14:17:44
159,欧式啊欧式，大气沉稳。。。,,751,419,1,0,0,0,04/25/2011 14:19:56
160,漂亮的中式，历史和现代的交融，很大气,,752,507,1,0,0,0,04/25/2011 14:21:37
161,干净，整洁，大气，温馨,,753,223,1,0,0,0,04/25/2011 14:23:33
162,墙面的绿颜色我好喜欢,,759,490,1,0,0,0,04/26/2011 15:43:35
163,"设计师的手绘功底真是棒哦，我真想学。还有其他的吗

",,759,296,1,0,0,0,04/26/2011 15:50:08
164,一帘幽梦么？？,,761,442,1,0,0,0,04/26/2011 18:49:19
165,九宫格如果有抽屉岂不更实用？,,761,461,1,0,0,0,04/26/2011 19:22:13
166,小户型能装出大户型的效果啊，赞,,765,517,1,0,0,0,04/27/2011 15:14:56
167,漂亮啊，空间利用的很合理,,765,519,1,0,0,0,04/27/2011 15:17:36
168,度假么？地中海？还是东南亚？,,765,515,1,0,0,0,04/27/2011 15:18:42
169,很清新啊，说不出的喜欢,,766,515,1,0,0,0,04/27/2011 15:27:20
170,通透的白色空间，让感官上觉得很宽敞而富有层次,,767,518,1,0,0,0,04/27/2011 15:29:46
171,简洁大气，繁荣而不复杂。,,767,533,1,0,0,0,04/27/2011 15:30:50
172,卡哇伊啊，稀饭啊。是我的菜,,768,470,1,0,0,0,04/27/2011 15:32:19
173,小巧玲珑啊，真的很精致呢。。。。,,768,517,1,0,0,0,04/27/2011 15:32:50
174,很有范儿啊，大气恢弘,,769,408,1,0,0,0,04/27/2011 15:35:05
175,深色的稳重，是我的最爱。,,769,402,1,0,0,0,04/27/2011 15:35:39
176,房子很大，效果很好,,770,532,1,0,0,0,04/27/2011 15:41:00
177,红而不艳，很难得。,,770,508,1,0,0,0,04/27/2011 15:41:30
178,喜欢这样的效果！,,774,517,1,0,0,0,04/28/2011 11:31:35
179,很感兴趣这个房子在哪儿,,774,487,1,0,0,0,04/28/2011 11:35:30
180,简洁大方！,,760,517,1,0,0,0,04/28/2011 12:54:02
181,混搭？？还是不同的几套作品？,,761,515,1,0,0,0,04/28/2011 13:01:41
182,感觉风格太多了。,,760,273,1,0,0,0,04/28/2011 13:01:45
183,好想知道，是客户要求设计成这样还是设计师自己的意愿。,,760,514,1,0,0,0,04/28/2011 13:02:49
184,为什么这个作品只有一张图片？还蛮喜欢的，想看整体效果,,760,512,1,0,0,0,04/28/2011 13:03:46
185,看得出是女性的设计。舒服细致体贴的感觉。：）,,760,495,1,0,0,0,04/28/2011 13:05:28
186,喜欢！！！我家以后也要是中式的。,,760,487,1,0,0,0,04/28/2011 13:07:41
187,只有两张图哦~应该多放几张嘛,,761,509,1,0,0,0,04/28/2011 13:16:35
188,一般吧...,,761,508,1,0,0,0,04/28/2011 13:18:08
189,风格有点不统一，还是，不是一套的？？,,761,533,1,0,0,0,04/28/2011 13:19:15
190,漂亮。不过把家设计成这样还是需要勇气类，我还是比较喜欢舒服放松的家。,,760,299,1,0,0,0,04/28/2011 13:22:09
191,喜欢这种简洁的设计，更适合年轻人啊,,776,517,1,0,0,0,04/28/2011 14:31:36
192,喜欢，也是简洁风的,,776,519,1,0,0,0,04/28/2011 14:33:14
193,典雅的整体格调做的很到位,,777,518,1,0,0,0,04/28/2011 14:36:11
194,色彩的点缀让整个空间不再单调,,777,516,1,0,0,0,04/28/2011 14:38:49
195,能把三代人的居住风格进行融合不是一件容易的事啊,,781,533,1,0,0,0,04/28/2011 14:53:30
196,两张图还不能把整体的所有效果体现出来啊。··,,782,532,1,0,0,0,04/28/2011 14:58:55
197,走的是欧式奢华路线么,,775,513,1,0,0,0,04/28/2011 15:04:06
198,旧房子的在翻新？  如果真的是的话那很不错了,,775,461,1,0,0,0,04/28/2011 15:05:25
199,很清爽,,789,517,1,0,0,0,04/29/2011 15:51:36
200,楼中楼的想法很有创意!,,789,532,1,0,0,0,04/29/2011 15:54:01
201,作品题目吸引了我。。,,789,515,1,0,0,0,04/29/2011 15:54:40
202,算是小清新啊,,789,519,1,0,0,0,04/29/2011 15:56:50
203,穿透感不错,,790,518,1,0,0,0,04/29/2011 16:04:44
204,内嵌电视机！,,790,532,1,0,0,0,04/29/2011 16:07:39
205,顶光蛮喜欢,,790,470,1,0,0,0,04/29/2011 16:09:56
206,富丽堂皇啊！,,790,408,1,0,0,0,04/29/2011 16:11:54
207,线条分明，轮廓清晰，喜欢,,794,471,1,0,0,0,04/29/2011 16:14:00
208,一切尽在不言中？,,794,515,1,0,0,0,04/29/2011 16:15:01
209,最好还能加个榻榻米,,796,470,1,0,0,0,04/29/2011 16:18:20
210,吧台的设计很有亮点,,796,508,1,0,0,0,04/29/2011 16:23:00
211,吊顶比较有意思,,796,516,1,0,0,0,04/29/2011 16:31:04
212,"我喜欢那个橙黄色墙面
",,759,515,1,0,0,0,04/29/2011 16:57:26
213,有新房要装修 寻找设计师 谁能给我个温暖的家啊？？？,,799,799,0,0,1,0,05/02/2011 00:03:18
214,没人留言呀。我来留一个，鼓励！！,,760,2,4,0,0,0,05/03/2011 12:37:14
215,顶一下,,760,515,1,0,0,0,05/03/2011 12:38:52
216,太棒了！喜欢,,800,296,1,0,0,0,05/03/2011 14:57:09
217,挺不错哈~,,804,519,1,0,0,0,05/03/2011 17:39:18
218,恩 房子大了才能有这种效果,,804,532,1,0,0,0,05/03/2011 17:39:47
219,很不错 ~,,804,513,1,0,0,0,05/03/2011 17:40:20
220,向日葵的那个，好有爱，很喜欢的说.....,,807,105,2,0,0,0,05/04/2011 15:33:07
221,很喜欢，但空间好大，我的小窝貌似很难变这样哎....,,807,141,1,0,0,0,05/04/2011 15:35:52
222,很有feel,,807,515,1,0,0,0,05/04/2011 15:40:46
223,这个必须顶啊，对于这样的风格，表示毫无抵抗力，YY中....,,807,183,1,0,0,0,05/04/2011 15:44:27
224,生个女儿的话，就要给她一个这样的粉嫩嫩的房间，太可爱了,,807,490,1,0,0,0,05/04/2011 15:47:51
225,"设计的很大气，可以学习着用在自己家里
",,759,508,1,0,0,0,05/05/2011 11:29:17
226,恩 很漂亮,,810,540,1,0,0,0,05/05/2011 17:04:51
227,很像吧台噢。。,,810,541,1,0,0,0,05/05/2011 17:05:26
228,很洋式~,,810,542,1,0,0,0,05/05/2011 17:09:24
229,恩 很不错！~,,812,442,1,0,0,0,05/05/2011 17:17:48
230,恩 很另类。,,812,543,1,0,0,0,05/05/2011 17:20:18
231,很温馨！~~！！！！！,,812,538,1,0,0,0,05/05/2011 17:23:23
232,呵呵 谢谢,,808,543,1,0,0,0,05/06/2011 09:13:11
233,喜欢这种风格,,831,670,0,0,0,0,05/09/2011 09:44:28
234,挺有创意,,837,544,1,0,0,0,05/09/2011 10:38:36
235,我喜欢,,837,540,1,0,0,0,05/09/2011 10:39:03
236,舒服,,845,536,1,0,0,0,05/09/2011 11:13:23
237,简洁、敞亮、明快、舒坦、实用,,849,540,1,0,0,0,05/09/2011 11:25:16
238,简直是个鞋店,,849,6,4,0,0,0,05/09/2011 11:30:16
239,嗯 跟我舅舅家的一样,,854,540,1,0,0,0,05/09/2011 12:18:33
240,谢谢,,808,544,1,0,0,0,05/09/2011 12:51:07
241,很好,,808,540,1,0,0,0,05/09/2011 12:52:09
242,嗯嗯~有点少数名族范儿,,864,535,1,0,0,0,05/09/2011 13:45:50
243,喜欢这个大沙发！~,,864,537,1,0,0,0,05/09/2011 13:46:44
244,房子不大的可以考虑这么装修,,864,536,1,0,0,0,05/09/2011 13:47:35
245,"整体光线感觉不是很对老上海的味道，家具摆设虽然有些刻意，还可以吧
",,872,541,1,0,0,0,05/09/2011 13:58:45
246,"整体光线感觉不是很对老上海的味道，家具摆设虽然有些刻意，还可以吧
",,872,541,1,0,0,0,05/09/2011 13:58:49
247,"整体光线感觉不是很对老上海的味道，家具摆设虽然有些刻意，还可以吧
",,872,541,1,0,0,0,05/09/2011 13:58:51
248,"整体光线感觉不是很对老上海的味道，家具摆设虽然有些刻意，还可以吧
",,872,541,1,0,0,0,05/09/2011 13:58:52
249,"整体光线感觉不是很对老上海的味道，家具摆设虽然有些刻意，还可以吧
",,872,541,1,0,0,0,05/09/2011 13:58:53
250,"整体光线感觉不是很对老上海的味道，家具摆设虽然有些刻意，还可以吧
",,872,541,1,0,0,0,05/09/2011 13:58:58
251,好看的~！,,864,534,1,0,0,0,05/09/2011 13:59:53
252,感觉很不错,,875,544,1,0,0,0,05/09/2011 15:29:53
253,我喜欢，简洁、大方,,878,540,1,0,0,0,05/09/2011 16:10:37
254,色彩感觉很好,,860,544,1,0,0,0,05/09/2011 16:15:55
255,有些凌乱，没有整体感觉,,878,205,1,0,0,0,05/09/2011 16:24:47
256,不错，很大方，看着舒服。。。,,886,540,1,0,0,0,05/09/2011 16:54:28
257,"很雅致的感觉，喜欢~",,886,544,1,0,0,0,05/09/2011 18:21:02
258,大气,,891,540,1,0,0,0,05/09/2011 18:31:22
259,我喜欢。。,,898,544,1,0,0,0,05/09/2011 20:24:42
260,简约、时尚，又温馨！适合一般家庭。,,908,544,1,0,0,0,05/09/2011 21:22:13
261,敞开式的设计凸显空间，灯光很卧室的感觉，不过客厅感觉可以灯光稍亮些，色调也可稍淡些,,917,542,1,0,0,0,05/09/2011 22:34:55
262,太美了,,922,544,1,0,0,0,05/09/2011 23:08:40
263,很不错，很喜欢这个风格,,924,540,1,0,0,0,05/09/2011 23:25:08
264,色彩感觉很新颖 别致,,932,544,1,0,0,0,05/10/2011 03:47:46
265,富丽堂皇！,,932,543,1,0,0,0,05/10/2011 03:50:24
266,一种简约 舒适的风格,,932,540,1,0,0,0,05/10/2011 03:57:03
267,卧室的布局略显单调，不够浑厚！,,932,542,1,0,0,0,05/10/2011 04:03:28
268,老上海给人的感觉是雍容典雅，落落大方！,,932,541,1,0,0,0,05/10/2011 04:05:35
269,壁纸的搭配与颜色选择很好,,932,546,1,0,0,0,05/10/2011 04:08:04
270,很高雅,,933,540,1,0,0,0,05/10/2011 07:11:38
271,简洁大方，特别喜欢阳台上的两个座椅，可以和爱人朋友闲暇时喝喝茶聊聊天，生活很美好啊！,,934,544,1,0,0,0,05/10/2011 08:03:46
272,简单大方！~,,938,544,1,0,0,0,05/10/2011 08:54:26
